2018-07-31 16:03:26.55: SYS_STATUS {onboard_control_sensors_present : 2161691, onboard_control_sensors_enabled : 2129944, onboard_control_sensors_health : 3210240, load : 0, voltage_battery : 0, current_battery : 0, battery_remaining : 100, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:02.21: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 694, voltage_battery : 15749, current_battery : 165, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:02.79: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 697, voltage_battery : 15744, current_battery : 167, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:03.35: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 699, voltage_battery : 15847, current_battery : 165, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:03.82: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 695, voltage_battery : 15838, current_battery : 177, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:04.28: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 698, voltage_battery : 15864, current_battery : 188, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:04.77: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 705, voltage_battery : 15815, current_battery : 139, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:05.33: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 695, voltage_battery : 15651, current_battery : 171, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:05.89: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 687, voltage_battery : 15693, current_battery : 160, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:06.36: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 709, voltage_battery : 15763, current_battery : 144, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:06.94: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 702, voltage_battery : 15740, current_battery : 134, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:07.51: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 700, voltage_battery : 15828, current_battery : 119, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:07.97: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 708, voltage_battery : 15819, current_battery : 103, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:08.56: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 697, voltage_battery : 15887, current_battery : 115, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:09.14: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 691, voltage_battery : 15973, current_battery : 108, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:09.71: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 708, voltage_battery : 15842, current_battery : 87, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:10.18: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 698, voltage_battery : 15994, current_battery : 94, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:10.74: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 692, voltage_battery : 15819, current_battery : 54, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:11.21: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 706, voltage_battery : 15800, current_battery : 59, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:11.66: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 701, voltage_battery : 15810, current_battery : 54, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:12.26: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 710, voltage_battery : 15852, current_battery : 42, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:12.71: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 709, voltage_battery : 15819, current_battery : 47, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:13.28: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 715, voltage_battery : 15836, current_battery : 57, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:13.74: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 705, voltage_battery : 15798, current_battery : 63, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:14.19: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 716, voltage_battery : 15905, current_battery : 63, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:14.78: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 710, voltage_battery : 15856, current_battery : 65, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:15.23: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 710, voltage_battery : 15875, current_battery : 69, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:15.72: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 706, voltage_battery : 15889, current_battery : 120, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:16.28: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 712, voltage_battery : 15892, current_battery : 104, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:16.75: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 713, voltage_battery : 15791, current_battery : 127, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:17.23: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 712, voltage_battery : 15845, current_battery : 122, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:17.68: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 716, voltage_battery : 15662, current_battery : 130, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:18.26: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 716, voltage_battery : 15755, current_battery : 126, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:18.73: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 712, voltage_battery : 15796, current_battery : 144, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:19.29: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 714, voltage_battery : 15763, current_battery : 158, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:19.77: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 706, voltage_battery : 15712, current_battery : 175, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:20.20: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 707, voltage_battery : 15777, current_battery : 160, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:20.79: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 717, voltage_battery : 15824, current_battery : 168, battery_remaining : 83, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:21.37: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 708, voltage_battery : 15827, current_battery : 184, battery_remaining : 82, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:21.83: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 705, voltage_battery : 15759, current_battery : 181, battery_remaining : 82, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:22.29: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 710, voltage_battery : 15693, current_battery : 194, battery_remaining : 82, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:22.74: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 701, voltage_battery : 15740, current_battery : 178, battery_remaining : 82, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:23.33: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 705, voltage_battery : 15730, current_battery : 170, battery_remaining : 82, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:23.78: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 699, voltage_battery : 15763, current_battery : 184, battery_remaining : 82, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:24.27: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 696, voltage_battery : 15865, current_battery : 187, battery_remaining : 82, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:24.81: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 698, voltage_battery : 15836, current_battery : 200, battery_remaining : 82, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:18:25.27: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 699, voltage_battery : 15875, current_battery : 190, battery_remaining : 82, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
